manly had:0.5
little gentleman:0.00240964
<s> supplies:1.9734e-05
сказав сімка:0.0166667
того воно:0.0416667
<s> цікаво:0.000118404
<s> inscription:1.9734e-05
й справді:0.0106383
двері розчахнулися:0.1
алісі ліддел:0.0454545
dish happened:0.0625
<s> exactly:0.000157872
themselves evidence:0.00970874
kensington and:0.5
for about:0.00186359
crouching </s>:0.5
most of:0.0578512
coal owner:0.142857
щеня радісно:0.2
last pipe:0.00520833
<s> version:5.9202e-05
ж воно:0.0121951
verie idle:0.166667
shade however:0.333333
is left:0.00102512
write to:0.0645161
тож вони:0.0416667
_to dr:1
large coil:0.00909091
king exclaimed:0.00862069
her since:0.00156087
seamer ells:1
ви мені:0.0434783
в лад:0.00452489
considered a:0.129032
as though:0.00865604
на моєму:0.00294118
or providing:0.00485437
його вживаю:0.0138889
та принеси:0.00854701
й аліса:0.0390071
or i:0.00242718
bare of:0.0625
_job_ </s>:1
state in:0.0217391
решті чаєпивців:1
to paris:0.000273486
і вглиб:0.00389105
трохи не:0.0740741
or footmen:0.000809061
one customary:0.00333704
ear might:0.0454545
her hand:0.00780437
без надії:0.03125
й те:0.0177305
or home:0.000809061
woman’s character:0.0238095
man put:0.00236407
десь тиждень:0.1
a damp:0.000170271
serveth will:0.5
now on:0.00488998
this affair:0.00228833
malicious pleasure:0.25
i'm here:0.015873
and conquest:0.000120048
нітрохи на:0.5
for active:0.000372717
this catastrophe:0.000762777
places appointed:0.04
як товариш:0.00537634
points upon:0.0714286
northton corwayner:1
не підведе:0.0017452
thing </s>:0.201835
тоді зрозуміло:0.0208333
easier process:0.333333
найкраще зробити:1
<s> той:3.9468e-05
це чесна:0.00680272
чув як:0.25
know better:0.00302115
до вечора:0.00512821
advent to:0.2
pleases et:0.25
обличчя присяжних:0.125
direction leave:0.0217391
світ </s>:0.142857
тільки мене:0.0217391
дріботіння по:1
not hope:0.00142349
matter grows:0.00793651
glare had:0.333333
здавалося їй:0.1
підскочило на:1
famous </s>:0.0714286
ago when:0.107143
вбиратиме </s>:1
and bitter:0.000120048
james </s>:0.131579
down presided:0.00293255
de genève_:0.0208333
every quarter:0.0104712
алісі та:0.0454545
eye whom:0.0222222
зате мені:0.1
коти вміють:0.2
судові виконавці:0.5
discovering the:0.6
was cheap:0.000311333
of appealing:0.000106758
pool of:0.25
of rose:0.000106758
for commonly:0.000372717
foot so:0.0277778
cigarette case:0.2
зовсім не:0.263158
всі ті:0.0140845
you entered:0.000418585
ready money:0.047619
thomas berry:0.0208333
були зайняті:0.0357143
king laid:0.00862069
зліва їй:1
_census of_:1
hand bit:0.0052356
стрів </s>:1
спину і:0.5
читай нетерпляче:0.142857
sporting half:0.2
said imployment:0.000811688
finished this:0.0322581
hare moved:0.03125
injuring it:1
speak several:0.0188679
<s> кінець:1.9734e-05
undeniable fact:0.5
хором усі:1
taken he:0.00869565
догоджати додала:1
rope will:0.142857
can bear:0.0027248
expressed of:0.142857
на даху:0.00294118
але якщо:0.00970874
мовила аліса:0.72
знає </s>:0.5
in reasoning:0.000192753
dream dear:0.0909091
wandering when:0.111111
clever way:0.142857
вікном вона:1
no connection:0.00130719
сиділо мовчки:1
знову задумались:0.0196078
королева нап'яла:0.0196078
orchard were:0.333333
paid goodwyfe:0.00877193
це кішка:0.00680272
be standing:0.000667111
and westminster:0.000360144
лівреї бо:0.5
таке чула:0.0625
слух особливо:0.5
of march:0.000320273
toward his:0.0909091
replied to:0.0454545
and mantua:0.000120048
не кажи:0.0017452
they meet:0.00118064
other little:0.00181488
самий бік:0.5
leaves no:0.0909091
<s> _linen:1.9734e-05
й так:0.0177305
їх до:0.0294118
goin by:0.25
whir of:1
old place:0.0049505
the first:0.00675299
year _chicago:0.0128205
вода усі:1
forget her:0.153846
їх знаєш:0.0294118
of 9s:0.000106758
побільшаю то:1
however probably:0.00543478
by with:0.000584795
whose family:0.0126582
не зумію:0.0017452
крок летіли:0.5
while however:0.0042735
interest _philadelphia:0.0131579
specialist was:0.2
not impress:0.000711744
overstrained or:1
some danger:0.0018622
вона країна:0.00352113
<s> separating:1.9734e-05
my lords:0.000852515
англії оксфордського:0.2
<s> violently:1.9734e-05
<s> labours:5.9202e-05
пояснила мовив:0.5
сидів біля:0.222222
аліса почула:0.0105541
lived at:0.030303
screw driver:0.666667
барвисті квітники:1
this pretext:0.000762777
magna haue:0.125
і то:0.00583658
she demanded:0.00116077
or meddled:0.000809061
<s> kidnapped:1.9734e-05
it produced:0.000331675
mankynd relative:0.5
<s> shorter:1.9734e-05
you're wrong:0.0434783
determine what:0.222222
<s> wake:3.9468e-05
вина люб'язно:0.5
замки були:1
<s> suppression:3.9468e-05
could in:0.00186567
in whitefriars:0.000192753
the ink:6.1954e-05
і птахи:0.00194553
на своїх:0.00294118
поспішив далі:0.5
were thinking:0.000909091
woolen draper:1
you one:0.00209293
вусики </s>:1
whatever money:0.05
nurses in:0.0526316
<s> curiouser:1.9734e-05
one depart:0.00111235
the instep:6.1954e-05
their alleged:0.000981354
тягни но:1
вереснула миша:0.25
на кожне:0.00294118
respected men:0.5
they shut:0.00118064
взагалі треба:0.166667
<s> недолюблюю:1.9734e-05
<s> morsels:1.9734e-05
execution the:0.111111
аліса сквапно:0.00263852
attention away:0.0208333
other powerful:0.00181488
всі відтінки:0.0140845
<s> тим:1.9734e-05
easy graceful:0.0526316
відкрити рота:1
took their:0.0125786
father in:0.0520833
оксфордського і:1
organized and:0.142857
скінчила сестра:1
alternative mr:0.125
remarked </s>:0.318182
invited yet:0.25
contributed to:0.666667
<s> на:0.00039468
that's very:0.108108
той кого:0.047619
success and:0.04
сонний голосок:1
exaggeration </s>:0.5
око </s>:0.5
browner’s house:1
знизу крізь:0.5
thing mock:0.00917431
your fare:0.00185874
inspector raised:0.0140845
and alas:0.000120048
могла з:0.0714286
vouldn't refuse:0.2
<s> думайте:1.9734e-05
with fear:0.00195217
for word:0.000372717
too many:0.0134228
law pp:0.0135135
feeling almost:0.03125
i wanted:0.00140174
в світі:0.00904977
by letter:0.000584795
if there:0.018598
розвернулася і:1
nature or:0.0217391
вчився </s>:1
o the:0.0769231
одному </s>:0.2
to cope:0.000273486
на початок:0.00294118
<s> lie:5.9202e-05
цебто всі:0.5
husband as:0.0228571
nash t:0.5
once a:0.02
чеширський кіт:0.8
full length:0.00980392
despatch </s>:1
foorth the:0.5
не вискочила:0.0017452
білих лайкових:0.333333
іншої ради:0.5
man coming:0.00236407
much taken:0.00643087
gloomiest state:1
quarter sessions:0.39759
theme is:0.333333
конем ваговозом:1
the sergeant:6.1954e-05
doing and:0.025
young found:0.00724638
both mad:0.00598802
be an:0.00667111
them with:0.0290792
помаранчу побачить:0.333333
<s> wyre:1.9734e-05
supported the:0.166667
іншої сторони:0.5
сенс </s>:0.333333
in agricultural:0.000192753
hands which:0.00775194
suppress him:0.5
знову зайшлася:0.0196078
wages system:0.00497512
замість хліба:0.333333
needs come:0.142857
а а:0.00398406
exercise of:0.208333
виводити мораль:1
й повнитися:0.0035461
no toys:0.00130719
the speculative:6.1954e-05
чашку чаю:0.2
<s> selfish:1.9734e-05
she in:0.00232153
jingling horse:1
of crowle:0.000106758
як обсохнути:0.00537634
вів спроквола:0.5
навшпиньки аліса:0.5
infectious for:1
for combination:0.000745434
play going:0.037037
дошкуля </s>:1
impression with:0.04
<s> eastern:1.9734e-05
have guessed:0.00135318
_london athenæum:0.0555556
король лукаво:0.0163934
друга там:0.2
pennyworth of:0.333333
imagine with:0.0294118
neither sir:0.0166667
ejaculated glad:0.142857
for obtaining:0.00111815
попливла на:0.5
жовтцю і:1
hale who:0.25
home journal:0.0258621
don't soil:0.00862069
не лист:0.0017452
with noiseless:0.000488043
yonder said:0.25
never as:0.00373134
considering in:0.142857
вертатися на:0.5
обурилася аліса:1
сховався за:1
am _treating_:0.00497512
кухарка жбурнула:0.125
strings </s>:1
убогому будиночку:1
dance is:0.04
makinge of:0.5
_de feller_:1
alice that:0.00498753
життя </s>:0.625
late it:0.015873
fifteen short:0.0909091
the ruins:6.1954e-05
jewish quarter:0.0714286
the shame:6.1954e-05
some interest:0.0018622
notice this:0.09375
з цими:0.023622
him how:0.00382653
and printed:0.000360144
which threaten:0.00066313
answered modestly:0.0153846
<s> can’t:1.9734e-05
since but:0.0111111
<s> хор:3.9468e-05
out anxiously:0.0015949
неоковирно силкується:1
moriarty who:0.05
тоді закінчуй:0.0208333
hayter and:0.333333
хвоста в:0.333333
<s> pattinson:1.9734e-05
раз два:0.0434783
лестощами </s>:1
small shed:0.00854701
я сплю:0.00393701
велику кролячу:1
лад </s>:0.5
me sobbing:0.00119617
своїх звичайних:0.0909091
<s> дурненька:1.9734e-05
who may:0.00518135
sayes makers:0.333333
they required:0.00118064
only alice:0.00241546
her furiously:0.000520291
з очей:0.011811
smallest of:0.25
їх раз:0.0294118
вже й:0.0571429
<s> n.r:9.86699e-05
своїм власним:0.142857
хвостиком неспроможний:1
a duplicate:0.000340541
вказавши пальцем:1
or practised:0.000809061
bruesters were:1
лиш знаття:0.222222
пальцем по:0.142857
день сьогодні:0.0588235
it been:0.00066335
на суд:0.00294118
comfortable </s>:0.333333
ніколи про:0.0454545
all commodities:0.00102041
wife’s to:0.0277778
old english:0.0049505
that period:0.00119439
poor child:0.00757576
цьому песикові:0.125
containing glowing:0.0909091
he would:0.024522
have endeavoured:0.00202977
ніколи не:0.590909
походження </s>:0.5
it’s horrible:0.0232558
whose milieu:0.0126582
написав для:1
married a:0.0438596
<s> jan:0.000177606
and northumbria:0.000240096
occupied to:0.0555556
них силу:0.0333333
become indented:0.0172414
been making:0.00134771
<s> molested:1.9734e-05
the hand:0.000433678
сквапно підвела:1
use now:0.0134228
чинили глупство:1
there were:0.0872396
heartrending </s>:0.5
to mycroft’s:0.000136743
lady mary:0.020202
них віночок:0.0333333
imagining too:0.5
was fitzroy:0.000311333
крокетувати тільки:0.5
make malte:0.00465116
за іграми:0.00884956
<s> дитячі:1.9734e-05
<s> discourse:5.9202e-05
от шалений:0.1
marked the:0.0952381
значливо замовк:0.5
often created:0.0258621
this may:0.000762777
there whoe:0.00130208
майстерною пародією:1
town said:0.0172414
місц на:1
ката </s>:0.25
його доти:0.0138889
ꝑsell </s>:1
an italian:0.00116279
spinsters that:0.0344828
і течією:0.00194553
thanked the:0.333333
merging themselves:1
свого підручника:0.0833333
же знає:0.047619
розлущу ваш:1
сумніву вплине:0.333333
формі такі:0.5
or maybe:0.000809061
в крокет:0.00904977
usually employed:0.03125
<s> _eshcoosh:1.9734e-05
<s> unfailing:1.9734e-05
you all:0.00167434
задзеркальні люди:1
спитав кіт:0.333333
to discover:0.000683714
й логіки:0.0035461
хвіст мій:0.166667
alice started:0.00249377
cases are:0.0140845
<s> abide:1.9734e-05
скласти всі:1
передав що:1
very hot:0.00172414
до безкінечності:0.00512821
worst wives:0.125
her testimony:0.000520291
occupation </s>:0.12
аліса забувши:0.00263852
behind when:0.0178571
все професорове:0.0188679
not require:0.000711744
_s.p.d ccclxxxv:0.015873
shee </s>:0.117647
from hir:0.000931099
кружкома і:0.5
<s> information:0.000256542
_ejecate_ as:0.333333
stephen’s </s>:1
<s> носитися:1.9734e-05
your arm:0.00185874
згадала скільки:1
scientific training:0.105263
was lost:0.000622665
і себе:0.00194553
собі під:0.0769231
<s> сам:1.9734e-05
reclining on:1
вигукнув </s>:0.222222
large letters:0.00909091
katharine davie:0.25
saddle </s>:0.5
something of:0.102804
voice to:0.0425532
lost give:0.0227273
officer could:0.111111
про котів:0.0147059
ловий </s>:1
clothynge and:1
сама до:0.142857
усе таке:0.0588235
make another:0.00465116
everything some:0.0285714
<s> fascination:1.9734e-05
up or:0.00187617
<s> nervous:5.9202e-05
п'ять полиць:0.5
salte of:1
to said:0.000136743
inquired alice:0.111111
a turn:0.000340541
trembled so:0.333333
б до:0.0175439
upon wages:0.00321543
то залишуся:0.00840336
and shame:0.000480192
publishers shoe:0.333333
